Action,GUID,Source,Target,Note
"Move","df7f426851e3dad42a5d1a0bf0b20b61","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Chuizi/yidong/绿色锤子移动_0002.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/Hammer/Move/英雄_锤子_移动_绿色_0002.png",""
"Move","52c48d2fe7950e840b2d080a66f32ac6","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Chuizi/yidong/绿色锤子移动_0003.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/Hammer/Move/英雄_锤子_移动_绿色_0003.png",""
"Move","c7ee243c1a506044091edc8701f9a080","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Chuizi/yidong/绿色锤子移动_0004.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/Hammer/Move/英雄_锤子_移动_绿色_0004.png",""
"Move","47d4e1cd0c9533443b4f8384f50b972f","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Chuizi/yidong/绿色锤子移动_0005.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/Hammer/Move/英雄_锤子_移动_绿色_0005.png",""
"Move","a1e00eca070acd241bb16e62f3ab3b1b","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Daiji/daiji.anim","Assets/Game/Sprites/ColorTiming/Hero/Sequences/Idle/Hero_Idle.anim",""
"Move","49514aac45c7d7d489a5676d999509c9","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Daiji/待机_0000.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/Idle/英雄_待机_0000.png",""
"Move","d8a156b13c785c2439b1b46b7089eee4","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Daiji/待机_0001.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/Idle/英雄_待机_0001.png",""
"Move","0497e5181cd864541bb313d3fec51121","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Daiji/待机_0002.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/Idle/英雄_待机_0002.png",""
"Move","af02aae5004e48543be45f741b9e7c90","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Daiji/待机_0003.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/Idle/英雄_待机_0003.png",""
"Move","efb968e085067f344b8d15e6c6b91f04","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Daiji/待机_0004.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/Idle/英雄_待机_0004.png",""
"Move","1e6ba1bcfe9dd314194081e1b5d3dd61","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Daiji/待机_0005.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/Idle/英雄_待机_0005.png",""
"Move","46b6d206096bfa940bdb14c7a45451e0","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Daiji/待机_0006.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/Idle/英雄_待机_0006.png",""
"Move","5637da1934c39664b9fdbfffe793ff3c","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Daiji/待机_0007.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/Idle/英雄_待机_0007.png",""
"Move","bd7442cc566cd4646b1e7bd87061414f","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Daiji/待机_0008.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/Idle/英雄_待机_0008.png",""
"Move","c21e7142587d1b04493f6dd3b225fa8b","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Daiji/待机_0009.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/Idle/英雄_待机_0009.png",""
"Move","3d3d07dff38d30246aa490826b5f1993","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Daiji/待机_0010.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/Idle/英雄_待机_0010.png",""
"Move","094ffcf16a4e9934abed445eb682837d","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Daiji/待机_0011.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/Idle/英雄_待机_0011.png",""
"Move","a742815e41b45da418e79b428fcc895b","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/daiji_dao_chen.anim","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/Hero_RingBlade_Idle_Orange.anim",""
"Move","256040631a05bb44cac613058c18dde1","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/daiji_dao_hong.anim","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/Hero_RingBlade_Idle_Red.anim",""
"Move","57aa9e78ee537484889ae47bc0444fec","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/daiji_dao_lv.anim","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/Hero_RingBlade_Idle_Green.anim",""
"Move","c947d5ea2e4d61640a431d12503f73d8","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/daiji_dao_zhi.anim","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/Hero_RingBlade_Idle_Purple.anim",""
"Move","8a6e78a36711f8740b6c91e2d0872418","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/橙色刀待机_0000.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_橙色_0000.png",""
"Move","b031e3dfbb38a534b9b4d28ff8848181","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/橙色刀待机_0001.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_橙色_0001.png",""
"Move","a4558d73b2780c443bbc9b1f4c55622a","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/橙色刀待机_0002.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_橙色_0002.png",""
"Move","b522fbe302dab484eb02a90b4575d44a","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/橙色刀待机_0003.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_橙色_0003.png",""
"Move","72b6fc17895fffb4eb0f499e01177cf0","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/橙色刀待机_0004.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_橙色_0004.png",""
"Move","0ca9f2b3676bdf840bc2f05f3b71dfce","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/橙色刀待机_0005.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_橙色_0005.png",""
"Move","ccc2b4099d0ed7a42a32b20300111ced","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/橙色刀待机_0006.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_橙色_0006.png",""
"Move","497745e8ff9a55b4085fc0685b7f1da3","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/橙色刀待机_0007.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_橙色_0007.png",""
"Move","697ca3a224a457e4ead540a4fc7e129a","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/橙色刀待机_0008.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_橙色_0008.png",""
"Move","5928e63496b9acd40aa116862bf7deec","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/橙色刀待机_0009.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_橙色_0009.png",""
"Move","9e21af1c9e019894da35e258caa36ef2","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/橙色刀待机_0010.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_橙色_0010.png",""
"Move","05b27b949a9f8124884bd416e30432fd","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/橙色刀待机_0011.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_橙色_0011.png",""
"Move","15fc09bf79a80cb45b24b16fa1850763","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/紫色刀待机_0000.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_紫色_0000.png",""
"Move","3cca24531f4de4b45b0c43ceaf7526ae","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/紫色刀待机_0001.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_紫色_0001.png",""
"Move","92444283066baea4cbc3e38379645164","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/紫色刀待机_0002.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_紫色_0002.png",""
"Move","d83d38445c0ac36419f9567516af96bf","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/紫色刀待机_0003.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_紫色_0003.png",""
"Move","6b3a060d6486edc438be7aea10f5f360","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/紫色刀待机_0004.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_紫色_0004.png",""
"Move","c2139e7f20e322b4cb0a1e59680726f0","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/紫色刀待机_0005.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_紫色_0005.png",""
"Move","297a3799c1037f442813ddad9b40f5e3","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/紫色刀待机_0006.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_紫色_0006.png",""
"Move","aeda0bd57468cab49be962a1b15c8adf","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/紫色刀待机_0007.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_紫色_0007.png",""
"Move","6c2d966b45e061b42b781b5bdb094ddb","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/紫色刀待机_0008.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_紫色_0008.png",""
"Move","78be0ba9f3285a0468d9945f56153793","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/紫色刀待机_0009.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_紫色_0009.png",""
"Move","e6b073f0cb413be48b219088f7c4d112","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/紫色刀待机_0010.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_紫色_0010.png",""
"Move","74fa8f87b217ba94c9d66e2576964342","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/紫色刀待机_0011.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_紫色_0011.png",""
"Move","a11a062f5d5334348a42efb21ebb1b8d","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/红色刀待机_0000.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_红色_0000.png",""
"Move","3039160899e06aa4286b2e72300adab6","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/红色刀待机_0001.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_红色_0001.png",""
"Move","c6adc5c02f99d6d44914f63d04e852cc","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/红色刀待机_0002.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_红色_0002.png",""
"Move","b4ef6abd0c88e034a8df77c1128253d8","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/红色刀待机_0003.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_红色_0003.png",""
"Move","c771d1f84eeed6c429ed8f4f2a1df706","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/红色刀待机_0004.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_红色_0004.png",""
"Move","9f4b7936370932a4781aeda4d8595cf8","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/红色刀待机_0005.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_红色_0005.png",""
"Move","ff3e12f8aecb0a6489b1348c1fccc15e","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/红色刀待机_0006.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_红色_0006.png",""
"Move","c785285d7fc55c0478d229c4b55416b6","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/红色刀待机_0007.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_红色_0007.png",""
"Move","86a6cbc014db3a04c9d9c1219a127dc8","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/红色刀待机_0008.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_红色_0008.png",""
"Move","6fb54df3e2785a6438cae05797cb1a81","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/红色刀待机_0009.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_红色_0009.png",""
"Move","9139574fc6ae87b4e89d50de6fff67df","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/红色刀待机_0010.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_红色_0010.png",""
"Move","342be630f4731554492e7750ac346a11","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/红色刀待机_0011.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_红色_0011.png",""
"Move","678d6a59fd3676443ae07a0b34b20bd0","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/绿色刀待机_0000.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_绿色_0000.png",""
"Move","e883ae0239084534999abca8d7e5fb6d","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/绿色刀待机_0001.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_绿色_0001.png",""
"Move","dfc91776a3ed1d841b88ebf291fc1792","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/绿色刀待机_0002.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_绿色_0002.png",""
"Move","4bb7772c7a2446e48baa88b0b3a7cabf","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/绿色刀待机_0003.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_绿色_0003.png",""
"Move","a3ec176164bea0143b267a8440b9e6ce","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/绿色刀待机_0004.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_绿色_0004.png",""
"Move","c65f1e725c7a7ee4b91801917ad8fc77","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/绿色刀待机_0005.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_绿色_0005.png",""
"Move","bcfaf72d559bf924ba2786dacead931e","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/绿色刀待机_0006.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_绿色_0006.png",""
"Move","1e1c1749a5d604f47b3d24d8c0ed0429","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/绿色刀待机_0007.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_绿色_0007.png",""
"Move","91ceb339ed4414f4fbdbd6db5d94a3dd","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/绿色刀待机_0008.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_绿色_0008.png",""
"Move","ef9cca8e8dd785148bbd5746e1fe0f4f","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/绿色刀待机_0009.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_绿色_0009.png",""
"Move","e5dc32d97fa489848afbef32e03ca3ea","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/绿色刀待机_0010.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_绿色_0010.png",""
"Move","f95c66bf56a25af449b0e8aef0ad5140","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/daiji/绿色刀待机_0011.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Idle/英雄_戒刀_待机_绿色_0011.png",""
"Move","744746b92ee0fc446bc9228b4efd8993","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/gongji_dao_chen.anim","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/Hero_RingBlade_Attack_Orange.anim",""
"Move","ff8b57f88a4ae3546a661925c811a53a","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/gongji_dao_hong.anim","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/Hero_RingBlade_Attack_Red.anim",""
"Move","54aa78c08c9b60841b83e2156d175a18","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/gongji_dao_lv.anim","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/Hero_RingBlade_Attack_Green.anim",""
"Move","e4d7ee77696e4ea4f861bf72c64342d7","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/gongji_dao_zhi.anim","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/Hero_RingBlade_Attack_Purple.anim",""
"Move","0fd7e98ec37d16341965a0d8662fab8b","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/橙色刀攻击_0000.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_橙色_0000.png",""
"Move","d16b9135d4962634c86ee1349ecf5f22","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/橙色刀攻击_0001.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_橙色_0001.png",""
"Move","01076a1ce2852c74eb37a3532b8feae7","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/橙色刀攻击_0002.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_橙色_0002.png",""
"Move","089fbe4d757b8e043854fdc46a4b5d76","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/橙色刀攻击_0003.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_橙色_0003.png",""
"Move","d462cfcdd9341b54ab702a076a480322","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/橙色刀攻击_0004.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_橙色_0004.png",""
"Move","44a6853d2a9af9e4abac9903d74b80c3","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/橙色刀攻击_0005.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_橙色_0005.png",""
"Move","02627b8e2276bbd449c42e04815038a0","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/橙色刀攻击_0006.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_橙色_0006.png",""
"Move","179f878ae102e4948a0cb1af3478a870","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/橙色刀攻击_0007.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_橙色_0007.png",""
"Move","cb8325be5375efc45991f1d27ce70e10","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/橙色刀攻击_0008.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_橙色_0008.png",""
"Move","df4167a5ba075ac42804e1d1e93ab342","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/橙色刀攻击_0009.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_橙色_0009.png",""
"Move","d68fe356231a4d94c8e33fe2ac47bedd","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/橙色刀攻击_0010.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_橙色_0010.png",""
"Move","8db57c8ca8678ce4a82571ff112a5d3a","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/橙色刀攻击_0011.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_橙色_0011.png",""
"Move","051c4ec4bda6d484f8d4c492f0545384","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/橙色刀攻击_0012.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_橙色_0012.png",""
"Move","96ce7a20b10e758428c6dd07eedab865","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/橙色刀攻击_0013.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_橙色_0013.png",""
"Move","d013dfee3b4448e478122cc3ea154bcd","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/紫色刀攻击_0000.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_紫色_0000.png",""
"Move","56165ec1ac42d5e4b9c3bf535b25944c","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/紫色刀攻击_0001.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_紫色_0001.png",""
"Move","8f4d4d70e7931144ba0def754252bb83","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/紫色刀攻击_0002.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_紫色_0002.png",""
"Move","be2125d8a8a7dbc40827813507193b75","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/紫色刀攻击_0003.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_紫色_0003.png",""
"Move","1dec8f2c1eb32354aa3b8182da49157b","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/紫色刀攻击_0004.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_紫色_0004.png",""
"Move","a277cc6ac81322e44b1e7d2fda942679","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/紫色刀攻击_0005.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_紫色_0005.png",""
"Move","a6d899edbf0ed374081400ed6e99ba4f","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/紫色刀攻击_0006.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_紫色_0006.png",""
"Move","3cb560651f1519b4297cabc33f02ef43","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/紫色刀攻击_0007.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_紫色_0007.png",""
"Move","7d2988941b7901a4a8df581e33a0ccb9","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/紫色刀攻击_0008.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_紫色_0008.png",""
"Move","45e82459908b5e4408a338a83806507a","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/紫色刀攻击_0009.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_紫色_0009.png",""
"Move","4bb9a34717e9e8c4eb3d46b6d8ea6268","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/紫色刀攻击_0010.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_紫色_0010.png",""
"Move","273fa628b6f7720458e0f0d40c98b227","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/紫色刀攻击_0011.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_紫色_0011.png",""
"Move","d3cb74d9db59467418bf8b804c0f34bf","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/紫色刀攻击_0012.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_紫色_0012.png",""
"Move","69d9ae99fff159f43985964bb3aa9ac0","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/紫色刀攻击_0013.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_紫色_0013.png",""
"Move","bb301b678e06f4743bfbfb7a95b1978e","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/红色刀攻击_0000.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_红色_0000.png",""
"Move","92fb790583c89a74695fc5e567d3aa80","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/红色刀攻击_0001.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_红色_0001.png",""
"Move","83cd5bfa8c83ed8459067da649ba852f","Assets/Game/Sprites/ColorTiming/Hero/Sequence/Dao/gongji/红色刀攻击_0002.png","Assets/Game/Sprites/ColorTiming/Hero/Sequences/RingBlade/Attack/英雄_戒刀_攻击_红色_0002.png",""
